ent_1_model,ent_1_handle,ent_1_extra_handles,ent_2_model,ent_2_handle,ent_2_handles_other,ent_2_extra_handles
DSS,,,PDC,inpc_histologic_group,,Diagnosis
DSS,,,HTAN,inpc_histologic_group,,Diagnosis
DSS,,,GDC,international_prognostic_index,,Diagnosis
DSS,,,PDC,international_prognostic_index,,Diagnosis
DSS,,,HTAN,international_prognostic_index,,Diagnosis
DSS,,,GDC,irs_group,,Diagnosis
DSS,,,PDC,irs_group,,Diagnosis
DSS,,,HTAN,irs_group,,Diagnosis
DSS,,,GDC,ishak_fibrosis_score,,Diagnosis
DSS,,,PDC,ishak_fibrosis_score,,Diagnosis
DSS,,,HTAN,ishak_fibrosis_score,,Diagnosis
DSS,,,GDC,laterality,,Diagnosis
DSS,,,PDC,laterality,,Diagnosis
DSS,,,HTAN,laterality,,Diagnosis
DSS,,,GDC,lymph_nodes_positive,,Diagnosis
DSS,,,PDC,lymph_nodes_positive,,Diagnosis
DSS,,,HTAN,lymph_nodes_positive,,Diagnosis
DSS,,,GDC,lymph_nodes_tested,,Diagnosis
DSS,,,PDC,lymph_nodes_tested,,Diagnosis
DSS,,,HTAN,lymph_nodes_tested,,Diagnosis
DSS,,,GDC,lymphatic_invasion_present,,Diagnosis
DSS,,,PDC,lymphatic_invasion_present,,Diagnosis
DSS,,,HTAN,lymphatic_invasion_present,,Diagnosis
DSS,,,GDC,medulloblastoma_molecular_classification,,Diagnosis
DSS,,,PDC,medulloblastoma_molecular_classification,,Diagnosis
DSS,,,HTAN,medulloblastoma_molecular_classification,,Diagnosis
DSS,,,GDC,metastasis_at_diagnosis,,Diagnosis
DSS,,,PDC,metastasis_at_diagnosis,,Diagnosis
DSS,,,HTAN,metastasis_at_diagnosis,,Diagnosis
DSS,,,GDC,metastasis_at_diagnosis_site,,Diagnosis
DSS,,,PDC,metastasis_at_diagnosis_site,,Diagnosis
DSS,,,HTAN,metastasis_at_diagnosis_site,,Diagnosis
DSS,,,GDC,method_of_diagnosis,,Diagnosis
DSS,,,PDC,method_of_diagnosis,,Diagnosis
DSS,,,HTAN,method_of_diagnosis,,Diagnosis
DSS,,,GDC,micropapillary_features,,Diagnosis
DSS,,,PDC,micropapillary_features,,Diagnosis
DSS,,,HTAN,micropapillary_features,,Diagnosis
DSS,,,GDC,mitosis_karyorrhexis_index,,Diagnosis
DSS,,,PDC,mitosis_karyorrhexis_index,,Diagnosis
DSS,,,HTAN,mitosis_karyorrhexis_index,,Diagnosis
DSS,,,GDC,mitotic_count,,Diagnosis
DSS,,,PDC,mitotic_count,,Diagnosis
DSS,,,HTAN,mitotic_count,,Diagnosis
DSS,,,GDC,non_nodal_regional_disease,,Diagnosis
DSS,,,PDC,non_nodal_regional_disease,,Diagnosis
DSS,,,HTAN,non_nodal_regional_disease,,Diagnosis
DSS,,,GDC,non_nodal_tumor_deposits,,Diagnosis
DSS,,,PDC,non_nodal_tumor_deposits,,Diagnosis
DSS,,,HTAN,non_nodal_tumor_deposits,,Diagnosis
DSS,,,GDC,ovarian_specimen_status,,Diagnosis
DSS,,,PDC,ovarian_specimen_status,,Diagnosis
DSS,,,HTAN,ovarian_specimen_status,,Diagnosis
DSS,,,GDC,ovarian_surface_involvement,,Diagnosis
DSS,,,PDC,ovarian_surface_involvement,,Diagnosis
DSS,,,HTAN,ovarian_surface_involvement,,Diagnosis
DSS,,,GDC,percent_tumor_invasion,,Diagnosis
DSS,,,PDC,percent_tumor_invasion,,Diagnosis
DSS,,,HTAN,percent_tumor_invasion,,Diagnosis
DSS,,,GDC,perineural_invasion_present,,Diagnosis
DSS,,,PDC,perineural_invasion_present,,Diagnosis
DSS,,,HTAN,perineural_invasion_present,,Diagnosis
DSS,,,GDC,prior_treatment,,Diagnosis
DSS,,,PDC,prior_treatment,,Diagnosis
DSS,,,HTAN,prior_treatment,,Diagnosis
DSS,,,GDC,residual_disease,,Diagnosis
DSS,,,PDC,residual_disease,,Diagnosis
DSS,,,HTAN,residual_disease,,Diagnosis
DSS,,,GDC,secondary_gleason_grade,,Diagnosis
DSS,,,PDC,secondary_gleason_grade,,Diagnosis
DSS,,,HTAN,secondary_gleason_grade,,Diagnosis
DSS,,,GDC,supratentorial_localization,,Diagnosis
DSS,,,PDC,supratentorial_localization,,Diagnosis
DSS,,,HTAN,supratentorial_localization,,Diagnosis
DSS,,,GDC,synchronous_malignancy,,Diagnosis
DSS,,,PDC,synchronous_malignancy,,Diagnosis
DSS,,,HTAN,synchronous_malignancy,,Diagnosis
DSS,,,GDC,tumor_confined_to_organ_of_origin,,Diagnosis
DSS,,,PDC,tumor_confined_to_organ_of_origin,,Diagnosis
DSS,,,HTAN,tumor_confined_to_organ_of_origin,,Diagnosis
DSS,,,GDC,tumor_focality,,Diagnosis
DSS,,,PDC,tumor_focality,,Diagnosis
DSS,,,HTAN,tumor_focality,,Diagnosis
DSS,,,GDC,tumor_largest_dimension_diameter,,Diagnosis
DSS,,,PDC,tumor_largest_dimension_diameter,,Diagnosis
DSS,,,GDC,tumor_regression_grade,,Diagnosis
DSS,,,PDC,tumor_regression_grade,,Diagnosis
DSS,,,HTAN,tumor_regression_grade,,Diagnosis
DSS,,,GDC,vascular_invasion_present,,Diagnosis
DSS,,,PDC,vascular_invasion_present,,Diagnosis
DSS,,,HTAN,vascular_invasion_present,,Diagnosis
DSS,,,GDC,vascular_invasion_type,,Diagnosis
DSS,,,PDC,vascular_invasion_type,,Diagnosis
DSS,,,HTAN,vascular_invasion_type,,Diagnosis
DSS,,,GDC,weiss_assessment_score,,Diagnosis
DSS,,,PDC,weiss_assessment_score,,Diagnosis
DSS,,,HTAN,weiss_assessment_score,,Diagnosis
DSS,,,GDC,wilms_tumor_histologic_subtype,,Diagnosis
DSS,,,PDC,wilms_tumor_histologic_subtype,,Diagnosis
DSS,,,HTAN,wilms_tumor_histologic_subtype,,Diagnosis
DSS,,,CTDC,extent_of_disease,,case
DSS,,,ICDC,,,disease_extent
DSS,,,GDC,ENTITY,,Exposure
DSS,,,PDC,ENTITY,,Exposure
DSS,,,GDC,alcohol_days_per_week,,Exposure
DSS,,,PDC,alcohol_days_per_week,,Exposure
DSS,,,HTAN,alcohol_days_per_week,,Exposure
DSS,,,GDC,alcohol_drinks_per_day,,Exposure
DSS,,,PDC,alcohol_drinks_per_day,,Exposure
DSS,,,HTAN,alcohol_drinks_per_day,,Exposure
DSS,,,GDC,alcohol_intensity,,Exposure
DSS,,,PDC,alcohol_intensity,,Exposure
DSS,,,HTAN,alcohol_intensity,,Exposure
DSS,,,GDC,cigarettes_per_day,,Exposure
DSS,,,PDC,cigarettes_per_day,,Exposure
DSS,,,HTAN,cigarettes_per_day,,Exposure
DSS,,,GDC,id,,Exposure
DSS,,,PDC,id,,Exposure
DSS,,,GDC,pack_years_smoked,,Exposure
DSS,,,PDC,pack_years_smoked,,Exposure
DSS,,,HTAN,pack_years_smoked,,Exposure
DSS,,,GDC,project_id,,Exposure
DSS,,,PDC,project_id,,Exposure
DSS,,,GDC,smoking_frequency,,Exposure
DSS,,,PDC,smoking_frequency,,Exposure
DSS,,,HTAN,smoking_frequency,,Exposure
DSS,,,GDC,submitter_id,,Exposure
DSS,,,PDC,submitter_id,,Exposure
DSS,,,GDC,time_between_waking_and_first_smoke,,Exposure
DSS,,,PDC,time_between_waking_and_first_smoke,,Exposure
DSS,,,HTAN,time_between_waking_and_first_smoke,,Exposure
DSS,,,GDC,tobacco_smoking_onset_year,,Exposure
DSS,,,PDC,tobacco_smoking_onset_year,,Exposure
DSS,,,HTAN,tobacco_smoking_onset_year,,Exposure
DSS,,,GDC,tobacco_smoking_quit_year,,Exposure
DSS,,,PDC,tobacco_smoking_quit_year,,Exposure
DSS,,,HTAN,tobacco_smoking_quit_year,,Exposure
DSS,,,GDC,tobacco_smoking_status,,Exposure
DSS,,,PDC,tobacco_smoking_status,,Exposure
DSS,,,HTAN,tobacco_smoking_status,,Exposure
DSS,,,GDC,type_of_smoke_exposure,,Exposure
DSS,,,PDC,type_of_smoke_exposure,,Exposure
DSS,,,GDC,type_of_tobacco_used,,Exposure
DSS,,,PDC,type_of_tobacco_used,,Exposure
DSS,,,HTAN,type_of_tobacco_used,,Exposure
DSS,,,GDC,years_smoked,,Exposure
DSS,,,PDC,years_smoked,,Exposure
DSS,,,HTAN,years_smoked,,Exposure
DSS,,,GDC desc,,,ENTITY
DSS,,,PDC desc,,,ENTITY
DSS,,,GDC,id,,FamilyHistory
DSS,,,PDC,id,,FamilyHistory
DSS,,,GDC,relationship_age_at_diagnosis,,FamilyHistory
DSS,,,PDC,relationship_age_at_diagnosis,,FamilyHistory
DSS,,,HTAN,relationship_age_at_diagnosis,,Family History
DSS,,,GDC,relationship_gender,,FamilyHistory
DSS,,,PDC,relationship_gender,,FamilyHistory
DSS,,,HTAN,relationship_gender,,Family History
DSS,,,GDC,relationship_primary_diagnosis,,FamilyHistory
DSS,,,PDC,relationship_primary_diagnosis,,FamilyHistory
DSS,,,HTAN,relationship_primary_diagnosis,,Family History
DSS,,,GDC,relationship_type,,FamilyHistory
DSS,,,PDC,relationship_type,,FamilyHistory
DSS,,,HTAN,relationship_type,,Family History
DSS,,,GDC,relative_with_cancer_history,,FamilyHistory
DSS,,,PDC,relative_with_cancer_history,,FamilyHistory
DSS,,,HTAN,relative_with_cancer_history,,Family History
DSS,,,GDC,relatives_with_cancer_history_count,,FamilyHistory
DSS,,,PDC,relatives_with_cancer_history_count,,FamilyHistory
DSS,,,HTAN,relatives_with_cancer_history_count,,Family History
DSS,,,GDC,submitter_id,,FamilyHistory
DSS,,,PDC,submitter_id,,FamilyHistory
DSS,,,GDC,adverse_event,,FollowUp
DSS,,,PDC,adverse_event,,FollowUp
DSS,,,HTAN,adverse_event,,Follow-Up
DSS,,,GDC,barretts_esophagus_goblet_cells_present,,FollowUp
DSS,,,PDC,barretts_esophagus_goblet_cells_present,,FollowUp
DSS,,,HTAN,barretts_esophagus_goblet_cells_present,,Follow-Up
DSS,,,GDC,comorbidity,,FollowUp
DSS,,,PDC,comorbidity,,FollowUp
DSS,,,HTAN,comorbidity,,Follow-Up
DSS,,,GDC,days_to_adverse_event,,FollowUp
DSS,,,PDC,days_to_adverse_event,,FollowUp
DSS,,,HTAN,days_to_adverse_event,,Follow-Up
DSS,,,GDC,days_to_progression_free,,FollowUp
DSS,,,PDC,days_to_progression_free,,FollowUp
DSS,,,HTAN,days_to_progression_free,,Follow-Up
DSS,,,GDC,disease_response,,FollowUp
DSS,,,PDC,disease_response,,FollowUp
DSS,,,HTAN,disease_response,,Follow-Up
DSS,,,GDC,dlco_ref_predictive_percent,,FollowUp
DSS,,,PDC,dlco_ref_predictive_percent,,FollowUp
DSS,,,HTAN,dlco_ref_predictive_percent,,Follow-Up
DSS,,,GDC,ecog_performance_status,,FollowUp
DSS,,,PDC,ecog_performance_status,,FollowUp
DSS,,,HTAN,ecog_performance_status,,Follow-Up
DSS,,,GDC,fev1_fvc_post_bronch_percent,,FollowUp
DSS,,,PDC,fev1_fvc_post_bronch_percent,,FollowUp
DSS,,,HTAN,fev1_fvc_post_bronch_percent,,Follow-Up
DSS,,,GDC,fev1_fvc_pre_bronch_percent,,FollowUp
DSS,,,PDC,fev1_fvc_pre_bronch_percent,,FollowUp
DSS,,,HTAN,fev1_fvc_pre_bronch_percent,,Follow-Up
DSS,,,GDC,fev1_ref_post_bronch_percent,,FollowUp
DSS,,,PDC,fev1_ref_post_bronch_percent,,FollowUp
DSS,,,HTAN,fev1_ref_post_bronch_percent,,Follow-Up
DSS,,,GDC,fev1_ref_pre_bronch_percent,,FollowUp
DSS,,,PDC,fev1_ref_pre_bronch_percent,,FollowUp
DSS,,,HTAN,fev1_ref_pre_bronch_percent,,Follow-Up
DSS,,,GDC,height,,FollowUp
DSS,,,PDC,height,,FollowUp
DSS,,,HTAN,height,,Follow-Up
DSS,,,GDC,hepatitis_sustained_virological_response,,FollowUp
DSS,,,PDC,hepatitis_sustained_virological_response,,FollowUp
DSS,,,HTAN,hepatitis_sustained_virological_response,,Follow-Up
DSS,,,GDC,hpv_positive_type,,FollowUp
DSS,,,PDC,hpv_positive_type,,FollowUp
DSS,,,HTAN,hpv_positive_type,,Follow-Up
DSS,,,GDC,id,,FollowUp
DSS,,,PDC,id,,FollowUp
DSS,,,GDC,karnofsky_performance_status,,FollowUp
DSS,,,PDC,karnofsky_performance_status,,FollowUp
DSS,,,HTAN,karnofsky_performance_status,,Follow-Up
DSS,,,GDC,menopause_status,,FollowUp
DSS,,,PDC,menopause_status,,FollowUp
DSS,,,HTAN,menopause_status,,Follow-Up
DSS,,,GDC,pancreatitis_onset_year,,FollowUp
DSS,,,PDC,pancreatitis_onset_year,,FollowUp
DSS,,,HTAN,pancreatitis_onset_year,,Follow-Up
DSS,,,GDC,progression_or_recurrence,,FollowUp
DSS,,,PDC,progression_or_recurrence,,FollowUp
DSS,,,HTAN,progression_or_recurrence,,Follow-Up
DSS,,,GDC,progression_or_recurrence_anatomic_site,,FollowUp
DSS,,,PDC,progression_or_recurrence_anatomic_site,,FollowUp
DSS,,,HTAN,progression_or_recurrence_anatomic_site,,Follow-Up
DSS,,,GDC,progression_or_recurrence_type,,FollowUp
DSS,,,PDC,progression_or_recurrence_type,,FollowUp
DSS,,,HTAN,progression_or_recurrence_type,,Follow-Up
DSS,,,GDC,reflux_treatment_type,,FollowUp
DSS,,,PDC,reflux_treatment_type,,FollowUp
DSS,,,HTAN,reflux_treatment_type,,Follow-Up
DSS,,,GDC,risk_factor,,FollowUp
DSS,,,PDC,risk_factor,,FollowUp
DSS,,,HTAN,risk_factor,,Follow-Up
DSS,,,GDC,risk_factor_treatment,,FollowUp
DSS,,,PDC,risk_factor_treatment,,FollowUp
DSS,,,HTAN,risk_factor_treatment,,Follow-Up
DSS,,,GDC,submitter_id,,FollowUp
DSS,,,PDC,submitter_id,,FollowUp
DSS,,,GDC,viral_hepatitis_serologies,,FollowUp
DSS,,,PDC,viral_hepatitis_serologies,,FollowUp
DSS,,,HTAN,viral_hepatitis_serologies,,Follow-Up
DSS,,,GDC,weight,,FollowUp
DSS,,,PDC,weight,,FollowUp
DSS,,,HTAN,weight,,Follow-Up
DSS,,,GDC,ENTITY,,Portion
DSS,,,PDC,ENTITY,,Portion
DSS,,,GDC,creation_datetime,,Portion
DSS,,,PDC,creation_datetime,,Portion
DSS,,,GDC,id,,Portion
DSS,,,PDC,portion_id,,Portion
DSS,,,GDC,is_ffpe,,Portion
DSS,,,PDC,is_ffpe,,Portion
DSS,,,GDC,portion_number,,Portion
DSS,,,PDC,portion_number,,Portion
DSS,,,GDC,submitter_id,,Portion
DSS,,,PDC,portion_submitter_id,,Portion
DSS,,,GDC,weight,,Portion
DSS,,,PDC,weight,,Portion
DSS,,,CTDC,prior_drugs,,case
DSS,,,ICDC,,,prior_therapy
DSS,,,GDC,ENTITY,,Project
DSS,,,PDC,ENTITY,,Project
DSS,,,GDC,processed_at (TissueSourceSite),,Sample
DSS,,,GDC,related_to (Diagnosis),,Sample
DSS,,,GDC,catalog_reference,,Sample
DSS,,,PDC,catalog_reference,,Sample
DSS,,,GDC,current_weight,,Sample
DSS,,,PDC,current_weight,,Sample
DSS,,,GDC,initial_weight,,Sample
DSS,,,PDC,initial_weight,,Sample
DSS,,,GDC,days_to_sample_procurement,,Sample
DSS,,,PDC,days_to_sample_procurement,,Sample
DSS,,,GDC,sample_type_id,,Sample
DSS,,,PDC,sample_type_id,,Sample
DSS,,,GDC,distance_normal_to_tumor,,Sample
DSS,,,PDC,distance_normal_to_tumor,,Sample
DSS,,,GDC,distributor_reference,,Sample
DSS,,,PDC,distributor_reference,,Sample
DSS,,,GDC,freezing_method,,Sample
DSS,,,PDC,freezing_method,,Sample
DSS,,,GDC,growth_rate,,Sample
DSS,,,PDC,growth_rate,,Sample
DSS,,,GDC,intermediate_dimension,,Sample
DSS,,,PDC,intermediate_dimension,,Sample
DSS,,,GDC,is_ffpe,,Sample
DSS,,,PDC,is_ffpe,,Sample
DSS,,,GDC,method_of_sample_procurement,,Sample
DSS,,,PDC,method_of_sample_procurement,,Sample
DSS,,,GDC,oct_embedded,,Sample
DSS,,,PDC,oct_embedded,,Sample
DSS,,,GDC,passage_count,,Sample
DSS,,,PDC,passage_count,,Sample
DSS,,,GDC,submitter_id,,Sample
DSS,,,PDC,sample_submitter,,Sample
DSS,,,GDC,time_between_clamping_and_freezing,,Sample
DSS,,,PDC,time_between_clamping_and_freezing,,Sample
DSS,,,GDC,time_between_excision_and_freezing,,Sample
DSS,,,PDC,time_between_excision_and_freezing,,Sample
DSS,,,GDC,tumor_code,,Sample
DSS,,,PDC,tumor_code,,Sample
DSS,,,GDC,tumor_code_id,,Sample
DSS,,,PDC,tumor_code_id,,Sample
DSS,,,GDC,tumor_descriptor,,Sample
DSS,,,PDC,tumor_descriptor,,Sample
DSS,,,CTDC,ENTITY,,arm
DSS,,,ICDC,,,study_arm
DSS,,,CTDC,of_trial,,arm
DSS,,,ICDC,member_of(study),,study_arm
DSS,,,GDC,ENTITY,,Treatment
DSS,,,PDC,ENTITY,,Treatment
DSS,,,GDC,days_to_treatment_end,,Treatment
DSS,,,PDC,days_to_treatment_end,,Treatment
DSS,,,HTAN,days_to_treatment_end,,Treatment
DSS,,,GDC,days_to_treatment_start,,Treatment
DSS,,,PDC,days_to_treatment_start,,Treatment
DSS,,,HTAN,days_to_treatment_start,,Treatment
DSS,,,GDC,id,,Treatment
DSS,,,PDC,id,,Treatment
DSS,,,GDC,initial_disease_status,,Treatment
DSS,,,PDC,initial_disease_status,,Treatment
DSS,,,HTAN,initial_disease_status,,Treatment
DSS,,,GDC,regimen_or_line_of_therapy,,Treatment
DSS,,,PDC,regimen_or_line_of_therapy,,Treatment
DSS,,,HTAN,regimen_or_line_of_therapy,,Treatment
DSS,,,GDC,submitter_id,,Treatment
DSS,,,PDC,submitter_id,,Treatment
DSS,,,GDC,therapeutic_agents,,Treatment
DSS,,,PDC,therapeutic_agents,,Treatment
DSS,,,HTAN,therapeutic_agents,,Treatment
DSS,,,GDC,treatment_anatomic_site,,Treatment
DSS,,,PDC,treatment_anatomic_site,,Treatment
DSS,,,HTAN,treatment_anatomic_site,,Treatment
DSS,,,GDC,treatment_effect,,Treatment
DSS,,,PDC,treatment_effect,,Treatment
DSS,,,HTAN,treatment_effect,,Treatment
DSS,,,GDC,treatment_intent_type,,Treatment
DSS,,,PDC,treatment_intent_type,,Treatment
DSS,,,HTAN,treatment_intent_type,,Treatment
DSS,,,mCODE,Treatment Intent,,Cancer-Related Medication Administration Profile
DSS,,,GDC,treatment_or_therapy,,Treatment
DSS,,,PDC,treatment_or_therapy,,Treatment
DSS,,,HTAN,treatment_or_therapy,,Treatment
DSS,,,GDC,treatment_outcome,,Treatment
DSS,,,PDC,treatment_outcome,,Treatment
DSS,,,HTAN,treatment_outcome,,Treatment
DSS,,,GDC,treatment_type,,Treatment
DSS,,,PDC,treatment_type,,Treatment
DSS,,,HTAN,treatment_type,,Treatment
DSS,,,ICDC,member_of(study),,case
DSS,,,CDA,dct:identifier,,ResearchSubject
DSS,,,ICDC,date_of_sample_collection,,Sample
DSS,,,CDA,hasDateCollected,,Specimen
DSS,,,IDC,Patient Study Module,Patient's Size,DICOM
DSS,,,PDC,height,,Exposure
DSS,,,IDC,Patient Study Module,Patient's Weight,DICOM
DSS,,,PDC,weight,,Exposure
DSS,,,IDC,General Series Module,StudyDate,DICOM
DSS,,,PDC,protocol_date,,Protocol
DSS,,,PDC,case_is_ref,,Case
DSS,,,CDA,hasCrossReference,,Patient
DSS,,,GDC,icd_10,,Clinical
DSS,,,CDA,hasDisease?     [OntologyReference],,Patient
DSS,,,ICDC,date_of_birth,,Demographic
DSS,,,mCODE,Birth Date,,Cancer Patient Profile
DSS,,,PDC,days_to_birth,,Diagnosis
DSS,,,GDC,ENTITY,,MolecularTest
DSS,,,CDA,rdfs:label,,SingleCell
DSS,,,GDC,id,,MolecularTest
DSS,,,CDA,dct:identifier,,SingleCell
DSS,,,PDC,publication_id,,Publication
DSS,,,CDA,hasOriginalPublication,,Dataset
DSS,,,PDC,title,,Publication
DSS,,,CDA,dc:title,,Dataset
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Clinical
DSS,,,PDC,analytical_fraction,,Study
DSS,,,GDC,processed_at (TissueSourceSite),,Case
DSS,,,PDC,external_case_id,,Case
DSS,,,GDC,id,,Clinical
DSS,,,GDC,vital_status,,Clinical
DSS,,,GDC,year_of_diagnosis,,Clinical
DSS,,,ICDC,follow_up_data,,Diagnosis
DSS,,,GDC,submitter_id,,ExperimentMetadata
DSS,,,ICDC,contact_type,,follow_up
DSS,,,ICDC,crf_id,,follow_up
DSS,,,ICDC,date_of_last_contact,,follow_up
DSS,,,GDC,days_to_progression,,FollowUp
DSS,,,HTAN,days_to_progression,,Follow-Up
DSS,,,GDC,test_value,,MolecularTest
DSS,,,HTAN,test_value,,Molecular Test
DSS,,,ICDC,date_of_last_dose_any_therapy,,prior_therapy
DSS,,,PDC,project_submitter_id,,Project
DSS,,,GDC,submission_enabled,,Project
DSS,,,GDC,submitter_id,,ProteinExpression
DSS,,,PDC,ENTITY,,Protocol
DSS,,,GDC,library_preparation_kit_catalog_number,,ReadGroup
DSS,,,GDC,library_preparation_kit_name,,ReadGroup
DSS,,,GDC,library_preparation_kit_vendor,,ReadGroup
DSS,,,GDC,library_preparation_kit_version,,ReadGroup
DSS,,,GDC,library_strand,,ReadGroup
DSS,,,GDC,multiplex_barcode,,ReadGroup
DSS,,,GDC,ref:GDC:ubiquitous_properties,,ReadGroup
DSS,,,GDC,RIN,,ReadGroup
DSS,,,GDC,sequencing_date,,ReadGroup
DSS,,,GDC,size_selection_range,,ReadGroup
DSS,,,GDC,spike_ins_concentration,,ReadGroup
DSS,,,GDC,submitter_id,,ReadGroup
DSS,,,GDC,to_trim_adapter_sequence,,ReadGroup
DSS,,,GDC,id,,Slide
DSS,,,GDC,number_proliferating_cells,,Slide
DSS,,,GDC,percent_granulocyte_infiltration,,Slide
DSS,,,GDC,percent_lymphocyte_infiltration,,Slide
DSS,,,GDC,percent_tumor_nuclei,,Slide
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Slide
DSS,,,GDC,submitter_id,,Slide
DSS,,,GDC,ref:GDC,data_file_properties,SlideImage
DSS,,,PDC,date,,StudyRunMetadata
DSS,,,PDC,experiment_number,,StudyRunMetadata
DSS,,,PDC,experiment_type,,StudyRunMetadata
DSS,,,PDC,mzidentml_refseq,,WorkflowMetadata
DSS,,,ICDC,of_agent(agent),,adverse_event
DSS,,,ICDC,adverse_event_description,,adverse_event
DSS,,,ICDC,adverse_event_grade,,adverse_event
DSS,,,ICDC,adverse_event_grade_description,,adverse_event
DSS,,,ICDC,adverse_event_term,,adverse_event
DSS,,,ICDC,ae_agent_name,,adverse_event
DSS,,,ICDC,ae_dose,,adverse_event
DSS,,,ICDC,ae_other,,adverse_event
DSS,,,ICDC,attribution_to_commercial,,adverse_event
DSS,,,ICDC,attribution_to_disease,,adverse_event
DSS,,,ICDC,attribution_to_ind,,adverse_event
DSS,,,ICDC,attribution_to_other,,adverse_event
DSS,,,ICDC,attribution_to_research,,adverse_event
DSS,,,ICDC,crf_id,,adverse_event
DSS,,,ICDC,date_resolved,,adverse_event
DSS,,,ICDC,day_in_cycle,,adverse_event
DSS,,,ICDC,dose_limiting_toxicity,,adverse_event
DSS,,,ICDC,unexpected_adverse_event,,adverse_event
DSS,,,ICDC,,,agent
DSS,,,ICDC,of_study_arm(study_arm),,agent
DSS,,,ICDC,document_number,,Agent
DSS,,,ICDC,medication,,Agent
DSS,,,ICDC,,,agent_administration
DSS,,,ICDC,of_agent(agent),,agent_administration
DSS,,,ICDC,comment,,agent_administration
DSS,,,ICDC,crf_id,,agent_administration
DSS,,,ICDC,date_of_missed_dose,,agent_administration
DSS,,,ICDC,document_number,,agent_administration
DSS,,,ICDC,dose_level,,agent_administration
DSS,,,ICDC,dose_units_of_measure,,agent_administration
DSS,,,ICDC,medication,,agent_administration
DSS,,,ICDC,medication_actual_dose,,agent_administration
DSS,,,ICDC,medication_actual_units_of_measure,,agent_administration
DSS,,,ICDC,medication_course_number,,agent_administration
DSS,,,ICDC,medication_duration,,agent_administration
DSS,,,ICDC,medication_lot_number,,agent_administration
DSS,,,ICDC,medication_missed_dose,,agent_administration
DSS,,,ICDC,medication_units_of_measure,,agent_administration
DSS,,,ICDC,medication_vial_id,,agent_administration
DSS,,,ICDC,missed_dose_amount,,agent_administration
DSS,,,ICDC,missed_dose_units_of_measure,,agent_administration
DSS,,,ICDC,phase,,agent_administration
DSS,,,ICDC,route_of_administration,,agent_administration
DSS,,,ICDC,start_time,,agent_administration
DSS,,,ICDC,stop_time,,agent_administration
DSS,,,GDC,shipped_to (Center),,Aliquot
DSS,,,GDC,no_matched_normal_targeted_sequencing,,Aliquot
DSS,,,GDC,no_matched_normal_wgs,,Aliquot
DSS,,,GDC,no_matched_normal_wxs,,Aliquot
DSS,,,GDC,selected_normal_low_pass_wgs,,Aliquot
DSS,,,GDC,selected_normal_targeted_sequencing,,Aliquot
DSS,,,GDC,selected_normal_wgs,,Aliquot
DSS,,,GDC,selected_normal_wxs,,Aliquot
DSS,,,GDC,source_center,,Aliquot
DSS,,,PDC,ENTITY,,AliquotRunMetadata
DSS,,,PDC,Aliquot,,AliquotRunMetadata
DSS,,,PDC,Study,,AliquotRunMetadata
DSS,,,PDC,acquisition_file_name,,AliquotRunMetadata
DSS,,,PDC,analyte,,AliquotRunMetadata
DSS,,,PDC,condition,,AliquotRunMetadata
DSS,,,PDC,date,,AliquotRunMetadata
DSS,,,PDC,experiment_number,,AliquotRunMetadata
DSS,,,PDC,experiment_type,,AliquotRunMetadata
DSS,,,PDC,fraction,,AliquotRunMetadata
DSS,,,PDC,instrument,,AliquotRunMetadata
DSS,,,PDC,label,,AliquotRunMetadata
DSS,,,PDC,operator,,AliquotRunMetadata
DSS,,,PDC,protocol,,AliquotRunMetadata
DSS,,,PDC,replicate_number,,AliquotRunMetadata
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Analyte
DSS,,,ICDC,,,assay
DSS,,,GDC,ENTITY,,BiospecimenSupplement
DSS,,,GDC,id,,BiospecimenSupplement
DSS,,,GDC,ref:GDC:data_file_properties,,BiospecimenSupplement
DSS,,,GDC,state_comment,,BiospecimenSupplement
DSS,,,GDC,submitter_id,,BiospecimenSupplement
DSS,,,ICDC,had_adverse_event(adverse_event),,case
DSS,,,ICDC,patient_first_name,,Case
DSS,,,mCODE,Name,,Cancer Patient Profile
DSS,,,CTDC,ecog_performance_status,,case
DSS,,,GDC,ENTITY,,Center
DSS,,,GDC,code,,Center
DSS,,,GDC,id,,Center
DSS,,,GDC,ENTITY,,Clinical
DSS,,,GDC,describes (Case),,Clinical
DSS,,,mCODE,Deceased,,Cancer Patient Profile
DSS,,,GDC,ENTITY,,ClinicalSupplement
DSS,,,GDC,id,,ClinicalSupplement
DSS,,,GDC,ref:GDC,data_file_properties,ClinicalSupplement
DSS,,,GDC,state_comment,,ClinicalSupplement
DSS,,,GDC,submitter_id,,ClinicalSupplement
DSS,,,ICDC,,,cohort
DSS,,,ICDC,member_of(study),,cohort
DSS,,,ICDC,cohort_description,,Cohort
DSS,,,ICDC,cohort_dose,,Cohort
DSS,,,ICDC,,,cycle
DSS,,,ICDC,of_case(case),,cycle
DSS,,,ICDC,cycle_number,,Cycle
DSS,,,ICDC,date_of_cycle_end,,Cycle
DSS,,,ICDC,date_of_cycle_start,,Cycle
DSS,,,ICDC,patient_age_at_enrollment,,Demographic
DSS,,,ICDC,crf_id,,Demographic
DSS,,,ICDC,weight,,Demographic
